lang	text_newlines	text_wcwords	text_bytes	docs
xx-Lyci	441	1406	8808	12
xx-Lydi	26	103	657	1
xx-Mand	328	1506	10635	4
xx-Mtei	107457	344376	5115033	1369
xx-Nkoo	50547	383202	4008973	259
xx-Ogam	543	4704	32383	9
xx-Olck	341308	1391351	18847492	2282
xx-Orkh	912	18622	205458	3
xx-Osma	725	3203	20105	28
xx-Phag	63	120	948	1
xx-Phli	26	108	723	1
xx-Phnx	2349	5559	41836	6
xx-Plrd	171	800	8226	3
xx-Qaai	2318	41873	506172	64
xx-Runr	11829	51868	418948	124
xx-Samr	901	3812	28182	10
xx-Saur	5665	12680	79500	41
xx-Shaw	320	23028	214122	4
xx-Sund	182	1035	13925	6
xx-Sylo	12624	46258	451749	164
xx-Tagb	191	376	2873	2
xx-Tale	661	1989	14319	8
xx-Talu	1800	10298	58288	52
xx-Tavt	2402	17230	135217	18
xx-Tfng	198131	1868936	25641308	1356
xx-Ugar	360	874	5711	8
xx-Vaii	3581	8390	48937	10
xx-Xpeo	639	2631	17705	20
xx-Xsux	14423	50086	297004	117
xx-Yiii	52127	81183	403416	84
yi	6194047	29485572	316513395	41467
yo	2739485	15680857	102862482	21847
za	77139	232684	1584051	1102
zh	12479904067	27858907672	759806544397	98241183
zh-Hant	3773458618	7248334978	138385686517	22756621
zu	8308699	32552987	269085364	50643
zzp	2595386	10435018	73543220	39905
